transcript_id,transcript_position,score
AT1G49510.1,277,0.13631243908651458
AT1G49510.2,482,0.13631243908651458
AT1G49510.3,253,0.13631243908651458
AT1G49510.1,365,0.4124877794606068
AT1G49510.2,570,0.4124877794606068
AT1G49510.3,341,0.4124877794606068
AT1G49510.1,484,0.22501747995861843
AT1G49510.2,689,0.22501747995861843
AT1G49510.3,460,0.22501747995861843
AT1G49510.1,894,0.03545961683238267
AT1G49510.2,1099,0.03545961683238267
AT1G49510.3,870,0.03545961683238267
AT1G49600.1,199,0.04256176945631066
AT1G49600.2,178,0.04256176945631066
AT1G49600.3,199,0.04256176945631066
AT1G49600.1,203,0.022939275609093375
AT1G49600.2,182,0.022939275609093375
AT1G49600.3,203,0.022939275609093375
AT1G49600.1,303,0.06456367387416587
AT1G49600.2,282,0.06456367387416587
AT1G49600.3,303,0.06456367387416587
AT1G49600.1,357,0.3400761024487783
AT1G49600.2,336,0.3400761024487783
AT1G49600.3,357,0.3400761024487783
AT1G49600.1,762,0.45693387848244665
AT1G49600.2,741,0.45693387848244665
AT1G49600.3,762,0.45693387848244665
AT1G49600.1,863,0.11169732194447697
AT1G49600.2,842,0.11169732194447697
AT1G49600.3,863,0.11169732194447697
AT1G49600.1,880,0.44869030150124967
AT1G49600.2,859,0.44869030150124967
AT1G49600.3,880,0.44869030150124967
AT1G49600.1,1113,0.02681079761666483
AT1G49600.2,1092,0.02681079761666483
AT1G49600.3,1113,0.02681079761666483
AT1G49600.1,1232,0.48028609931411687
AT1G49600.2,1211,0.48028609931411687
AT1G49600.3,1232,0.48028609931411687
AT1G49600.1,1273,0.10100782349301721
AT1G49600.2,1252,0.10100782349301721
AT1G49600.3,1273,0.10100782349301721
AT1G49600.1,1438,0.3726809481170731
AT1G49600.2,1417,0.3726809481170731
AT1G49600.3,1438,0.3726809481170731
AT1G49600.1,1502,0.033169367757386874
AT1G49600.2,1481,0.14689822362932384
AT1G49600.3,1502,0.11248197725862182
AT1G49600.1,1591,0.058086484196806114
AT1G49600.2,1898,0.058086484196806114
AT1G49600.3,2017,0.058086484196806114
AT1G49600.1,1663,0.03962487647109202
AT1G49600.2,1970,0.03962487647109202
AT1G49600.3,2089,0.03962487647109202
AT1G49600.1,1774,0.08176433043807205
AT1G49600.2,2081,0.08176433043807205
AT1G49600.3,2200,0.08176433043807205
AT1G49600.1,1780,0.022842604717281424
AT1G49600.2,2087,0.022842604717281424
AT1G49600.3,2206,0.022842604717281424
AT1G49660.1,1042,0.23937447435608125
AT1G49660.1,1126,0.14132545039680328
AT1G49670.1,1412,0.17398801152918478
AT1G49670.2,1443,0.17398801152918478
AT1G49670.1,1447,0.28955155896202117
AT1G49670.2,1478,0.28955155896202117
AT1G49670.1,1784,0.05933281261315297
AT1G49670.2,1815,0.05933281261315297
AT1G49730.1,975,0.27284242912725426
AT1G49730.2,862,0.27284242912725426
AT1G49730.3,1154,0.27284242912725426
AT1G49730.1,1205,0.47950965318052563
AT1G49730.2,1092,0.47950965318052563
AT1G49730.3,1384,0.47950965318052563
AT1G49730.4,1087,0.47950965318052563
AT1G49730.1,1609,0.5268782509916518
AT1G49730.2,1600,0.5268782509916518
AT1G49730.3,1892,0.5268782509916518
AT1G49730.4,1491,0.5795866011491257
AT1G49730.1,1836,0.02672935296966417
AT1G49730.2,1827,0.02672935296966417
AT1G49730.3,2119,0.02672935296966417
AT1G49750.1,395,0.3054044076857088
AT1G49750.1,401,0.3381654332883325
AT1G49750.1,407,0.30864876116835044
AT1G49750.1,662,0.19314831834547494
AT1G49750.1,707,0.37722884990481276
AT1G49750.1,732,0.1370500162321032
AT1G49750.1,775,0.07930654455976127
AT1G49750.1,814,0.11238400662118028
AT1G49750.1,856,0.3756176106862249
AT1G49750.1,935,0.19410122780436267
AT1G49750.1,973,0.017506214134816303
AT1G49750.1,1213,0.007706400832225459
AT1G49750.1,1337,0.2166796196050758
AT1G49750.1,1357,0.04546080867516846
AT1G49750.1,1463,0.3112808985152917
AT1G49750.1,1566,0.29479292922665734
AT1G49750.1,1618,0.022836319562123283
AT1G49750.1,1628,0.03787805655828403
AT1G49750.1,1702,0.23603672884599106
AT1G49760.1,137,0.09373728788137951
AT1G49760.2,138,0.09373728788137951
AT1G49760.1,500,0.06846266514754729
AT1G49760.2,501,0.06846266514754729
AT1G49760.1,718,0.2030216344341806
AT1G49760.2,719,0.2030216344341806
AT1G49760.1,840,0.13604650673275398
AT1G49760.2,841,0.13604650673275398
AT1G49760.1,882,0.2829371176554793
AT1G49760.2,883,0.2829371176554793
AT1G49760.1,1126,0.20090802522545156
AT1G49760.2,1127,0.20090802522545156
AT1G49760.1,1183,0.4447907242157965
AT1G49760.2,1184,0.4447907242157965
AT1G49760.1,1188,0.854876483976793
AT1G49760.2,1189,0.854876483976793
AT1G49760.1,1318,0.24327934134653517
AT1G49760.2,1319,0.24327934134653517
AT1G49760.1,1346,0.18318534448883844
AT1G49760.2,1347,0.18318534448883844
AT1G49760.1,1484,0.05245035892924314
AT1G49760.2,1485,0.05245035892924314
AT1G49760.1,1680,0.0562969225555906
AT1G49760.2,1681,0.0562969225555906
AT1G49760.1,1703,0.3077613166856303
AT1G49760.2,1704,0.3077613166856303
AT1G49820.1,943,0.18508379112559797
AT1G49820.1,1038,0.47884762095731626
AT1G49820.1,1094,0.494527604463333
AT1G49820.1,1126,0.006640707651612242
AT1G49820.1,1183,0.2168744726745367
AT1G49820.1,1246,0.4849236544880699
AT1G49950.1,182,0.28753573791504927
AT1G49950.2,195,0.5390205810345178
AT1G49950.3,271,0.3307743783054397
AT1G49950.1,238,0.36416556609609985
AT1G49950.2,251,0.36416556609609985
AT1G49950.3,327,0.36416556609609985
AT1G49950.1,285,0.2512791669920126
AT1G49950.2,298,0.23592588844310997
AT1G49950.3,374,0.2512791669920126
AT1G49950.1,377,0.06907939653500797
AT1G49950.2,390,0.06907939653500797
AT1G49950.3,466,0.06907939653500797
AT1G49950.1,481,0.005201235464412507
AT1G49950.2,494,0.005201235464412507
AT1G49950.3,570,0.005201235464412507
AT1G49950.1,528,0.5710595843848117
AT1G49950.2,541,0.5710595843848117
AT1G49950.3,617,0.5710595843848117
AT1G49950.1,718,0.17587569020101687
AT1G49950.2,731,0.17587569020101687
AT1G49950.3,807,0.17587569020101687
AT1G49950.1,732,0.1625105180859362
AT1G49950.2,745,0.1625105180859362
AT1G49950.3,821,0.1625105180859362
AT1G49950.1,767,0.5155899254410575
AT1G49950.2,780,0.5155899254410575
AT1G49950.3,856,0.5155899254410575
AT1G49950.1,853,0.05856479241104016
AT1G49950.2,866,0.05856479241104016
AT1G49950.3,942,0.05856479241104016
AT1G49950.1,857,0.05032950245610093
AT1G49950.2,870,0.05032950245610093
AT1G49950.3,946,0.05032950245610093
AT1G49950.1,880,0.05036761142837486
AT1G49950.2,893,0.05036761142837486
AT1G49950.3,969,0.05036761142837486
AT1G49950.1,1088,0.03528203669370346
AT1G49950.2,1101,0.03528203669370346
AT1G49950.3,1177,0.03528203669370346
AT1G49950.1,1144,0.1560027605044987
AT1G49950.2,1157,0.1560027605044987
AT1G49950.3,1233,0.1560027605044987
AT1G49970.1,307,0.4216608922959767
AT1G49970.1,409,0.20689311361218918
AT1G49970.1,498,0.08254208045444655
AT1G49970.1,574,0.38171577006982477
AT1G49970.1,690,0.6330685084477925
AT1G49970.1,852,0.2682253082119126
AT1G49970.1,873,0.11695068346076605
AT1G49970.1,1180,0.33784182834295806
AT1G49970.1,1237,0.07100912370978658
AT1G49970.1,1290,0.28190448589788863
AT1G49970.1,1313,0.11775222733324145
AT1G49970.1,1346,0.3702860974674118
AT1G49970.1,1486,0.01675685972305886
AT1G49975.1,130,0.15652182390785474
AT1G49975.1,271,0.1207586154992575
AT1G49975.1,310,0.710196325318195
AT1G49975.1,320,0.030057559005367107
AT1G49975.1,350,0.46322675696893545
AT1G49975.1,415,0.11447790323932516
AT1G49975.1,546,0.3587422462714405
AT1G50010.1,271,0.6322529769977198
AT1G50010.1,316,0.11099806184262102
AT1G50010.1,509,0.20280038838020595
AT1G50010.1,629,0.1482507136565884
AT1G50010.1,738,0.26486969208960204
AT1G50010.1,813,0.08320859123612313
AT1G50010.1,1028,0.1421436892264954
AT1G50010.1,1159,0.12237657027870653
AT1G50010.1,1289,0.31131866503073
AT1G50010.1,1564,0.5058628041817003
AT1G50020.1,162,0.10029873429069977
AT1G50020.1,437,0.10577449558885599
AT1G50020.1,466,0.09659228529638456
AT1G50020.1,724,0.6761134815327486
AT1G50170.1,623,0.31395800589488754
AT1G50170.2,613,0.33689312124441295
AT1G50170.3,705,0.31395800589488754
AT1G50170.1,734,0.0550300947670877
AT1G50170.2,946,0.0550300947670877
AT1G50170.3,816,0.0550300947670877
AT1G50170.1,811,0.0076875590691577785
AT1G50170.2,1023,0.0076875590691577785
AT1G50170.3,893,0.0076875590691577785
AT1G50200.1,971,0.32934397124830145
AT1G50200.2,881,0.32934397124830145
AT1G50200.1,1109,0.02695263637624837
AT1G50200.2,1019,0.02695263637624837
AT1G50200.1,1174,0.04982754043543113
AT1G50200.2,1084,0.04982754043543113
AT1G50200.1,1607,0.3279414822614759
AT1G50200.2,1517,0.3279414822614759
AT1G50200.1,2049,0.16498880508736657
AT1G50200.2,1959,0.16498880508736657
AT1G50200.1,2118,0.3349177659918025
AT1G50200.2,2028,0.3349177659918025
AT1G50200.1,2161,0.05211373837800259
AT1G50200.2,2071,0.05211373837800259
AT1G50200.1,2518,0.03127795273005476
AT1G50200.2,2428,0.03127795273005476
AT1G50200.1,2870,0.30611931316984553
AT1G50200.2,2804,0.30611931316984553
AT1G50200.1,2937,0.17413282236739067
AT1G50200.2,2871,0.17413282236739067
AT1G50250.1,117,0.038603648139871674
AT1G50250.1,187,0.1564096502694755
AT1G50250.1,306,0.0162476448027207
AT1G50250.1,829,0.1339105948777207
AT1G50250.1,850,0.14257250164832425
AT1G50250.1,993,0.15423241325617165
AT1G50250.1,1130,0.35086170449617293
AT1G50250.1,1374,0.10616595007613934
AT1G50250.1,1739,0.6348675321487206
AT1G50250.1,1781,0.3154816446481017
AT1G50250.1,1916,0.24119040562699903
AT1G50250.1,2105,0.3397838366571849
AT1G50250.1,2310,0.36383320698733207
AT1G50320.1,76,0.5661819769741352
AT1G50320.1,601,0.7847740959578118
AT1G50370.1,232,0.06771178736070581
AT1G50370.1,302,0.14029309847919436
AT1G50370.1,361,0.045771489744680184
AT1G50370.1,565,0.30835765213020055
AT1G50370.1,575,0.02512008776147762
AT1G50370.1,596,0.09026313727091445
AT1G50370.1,890,0.18022693579422075
AT1G50370.1,943,0.25675726409464616
AT1G50370.1,986,0.04858465112079204
AT1G50370.1,1059,0.018701396445030462
AT1G50370.1,1206,0.050198498761640814
AT1G50370.1,1274,0.5978447612870067
AT1G50370.1,1452,0.09323532431735655
AT1G50380.1,2168,0.22437615359483262
AT1G50380.2,2187,0.22437615359483262
AT1G50380.1,2305,0.3045846796544324
AT1G50380.2,2324,0.3045846796544324
AT1G50380.1,2455,0.527198269788087
AT1G50380.2,2474,0.527198269788087
AT1G50430.1,106,0.33873520751230846
AT1G50430.2,104,0.33873520751230846
AT1G50430.1,223,0.034725019533527614
AT1G50430.2,221,0.034725019533527614
AT1G50430.1,279,0.05901865450236753
AT1G50430.2,277,0.05901865450236753
AT1G50430.1,389,0.09094666817618442
AT1G50430.2,387,0.09094666817618442
AT1G50430.1,785,0.44800952063981053
AT1G50430.2,780,0.44800952063981053
AT1G50430.1,845,0.16034206431216297
AT1G50430.2,840,0.16034206431216297
AT1G50430.1,854,0.40811332151682117
AT1G50430.2,849,0.40811332151682117
AT1G50430.1,947,0.3234347608890226
AT1G50430.2,942,0.3234347608890226
AT1G50430.1,967,0.5961593136791511
AT1G50430.2,962,0.5961593136791511
AT1G50430.1,1019,0.08961488199046326
AT1G50430.2,1014,0.08961488199046326
AT1G50430.1,1035,0.07650320635698817
AT1G50430.2,1030,0.07650320635698817
AT1G50430.1,1057,0.3661024126500282
AT1G50430.2,1052,0.3661024126500282
AT1G50430.1,1132,0.09190491285124289
AT1G50430.2,1127,0.09190491285124289
AT1G50430.1,1222,0.27894760827173143
AT1G50430.2,1217,0.27894760827173143
AT1G50430.1,1464,0.16914313631057482
AT1G50430.2,1459,0.16914313631057482
AT1G50440.1,86,0.005754267692535368
AT1G50440.2,75,0.005754267692535368
AT1G50440.3,47,0.005754267692535368
AT1G50440.1,583,0.1490897987762191
AT1G50440.2,666,0.1490897987762191
AT1G50440.3,542,0.1490897987762191
AT1G50440.1,757,0.4391377209930408
AT1G50440.2,840,0.4391377209930408
AT1G50440.3,716,0.4391377209930408
AT1G50440.1,915,0.12365379709636504
AT1G50440.2,998,0.12365379709636504
AT1G50440.3,874,0.12365379709636504
AT1G50440.1,964,0.46484885399034315
AT1G50440.2,1047,0.46484885399034315
AT1G50440.3,923,0.46484885399034315
AT1G50450.1,267,0.1982404460793061
AT1G50450.1,461,0.062350018677066445
AT1G50450.1,502,0.6333365275058432
AT1G50450.1,551,0.0951992199404818
AT1G50450.1,733,0.022344496542251856
AT1G50450.1,859,0.09686834949345895
AT1G50450.1,1104,0.11376826724372942
AT1G50450.1,1184,0.24300183504640133
AT1G50450.1,1213,0.08565804819764719
AT1G50450.1,1403,0.0729643111260992
AT1G50450.1,1462,0.026410308300069477
AT1G50450.1,1523,0.27709410587168865
AT1G50480.1,370,0.4581611115743803
AT1G50480.1,520,0.36950705182113436
AT1G50480.1,925,0.5141266709440577
AT1G50480.1,944,0.12179640389267368
AT1G50480.1,953,0.1577310161420442
AT1G50480.1,1056,0.04959226919139724
AT1G50480.1,1154,0.36265270286539025
AT1G50480.1,1166,0.463648411132776
AT1G50480.1,1258,0.17828703729866646
AT1G50480.1,1277,0.39412243564473026
AT1G50480.1,1307,0.2358382223042031
AT1G50480.1,1429,0.06905546008945308
AT1G50480.1,1576,0.424281839152473
AT1G50480.1,1701,0.04138974379078893
AT1G50480.1,2026,0.053739064094082294
AT1G50480.1,2060,0.5006564048209198
AT1G50570.1,335,0.02702086607743453
AT1G50570.2,581,0.02702086607743453
AT1G50570.1,885,0.02749635148605523
AT1G50570.2,1131,0.02749635148605523
AT1G50570.1,953,0.2822986026032151
AT1G50570.2,1199,0.2822986026032151
AT1G50570.1,972,0.036362719667650055
AT1G50570.2,1218,0.036362719667650055
AT1G50570.1,998,0.20798573551067853
AT1G50570.2,1244,0.20798573551067853
AT1G50570.1,1223,0.11040258690184022
AT1G50570.2,1469,0.11040258690184022
AT1G50570.1,1324,0.32923009082734617
AT1G50570.2,1570,0.32923009082734617
AT1G50570.1,1335,0.5832145860852611
AT1G50570.2,1581,0.5832145860852611
AT1G50570.1,1509,0.6429838630385543
AT1G50570.2,1755,0.6429838630385543
AT1G50600.1,159,0.5395297921980483
AT1G50600.2,261,0.5395297921980483
AT1G50600.1,230,0.027313652628715893
AT1G50600.2,332,0.027313652628715893
AT1G50600.3,190,0.027313652628715893
AT1G50600.1,284,0.07144718084095406
AT1G50600.2,386,0.07144718084095406
AT1G50600.3,244,0.07144718084095406
AT1G50600.1,292,0.5018589213961527
AT1G50600.2,394,0.5018589213961527
AT1G50600.3,252,0.5018589213961527
AT1G50600.1,367,0.008618054722736959
AT1G50600.2,469,0.008618054722736959
AT1G50600.3,327,0.008618054722736959
AT1G50600.1,478,0.027879114611080738
AT1G50600.2,580,0.027879114611080738
AT1G50600.3,438,0.027879114611080738
AT1G50600.1,525,0.08763003394110948
AT1G50600.2,627,0.08763003394110948
AT1G50600.3,485,0.10411445570847155
AT1G50600.1,558,0.14743270698525635
AT1G50600.2,660,0.14743270698525635
AT1G50600.3,518,0.14743270698525635
AT1G50600.1,583,0.1402819667949415
AT1G50600.2,685,0.1402819667949415
AT1G50600.3,543,0.1402819667949415
AT1G50600.1,718,0.09798655447260321
AT1G50600.2,820,0.09798655447260321
AT1G50600.3,678,0.09798655447260321
AT1G50600.1,735,0.2962053451907867
AT1G50600.2,837,0.2962053451907867
AT1G50600.3,695,0.2962053451907867
AT1G50600.1,880,0.03694168099933302
AT1G50600.2,982,0.03694168099933302
AT1G50600.3,840,0.03694168099933302
AT1G50600.1,1082,0.24552477278589707
AT1G50600.2,1184,0.24552477278589707
AT1G50600.3,1042,0.24552477278589707
AT1G50600.1,1285,0.3056962283207639
AT1G50600.2,1387,0.3056962283207639
AT1G50600.3,1245,0.3056962283207639
AT1G50600.1,1389,0.4696781218665123
AT1G50600.2,1491,0.4696781218665123
AT1G50600.3,1349,0.4696781218665123
AT1G50600.1,1456,0.15616271813385993
AT1G50600.2,1558,0.15616271813385993
AT1G50600.3,1416,0.15616271813385993
AT1G50600.1,1793,0.03715827445600955
AT1G50600.2,1895,0.03715827445600955
AT1G50600.3,1753,0.03715827445600955
AT1G50600.1,1803,0.06981656981971014
AT1G50600.2,1905,0.06981656981971014
AT1G50600.3,1763,0.06981656981971014
AT1G50600.1,1832,0.33047912470325064
AT1G50600.2,1934,0.33047912470325064
AT1G50600.3,1792,0.33047912470325064
AT1G50600.1,1934,0.24818700848819691
AT1G50600.2,2036,0.24818700848819691
AT1G50600.3,1894,0.24818700848819691
AT1G50640.1,669,0.04663674410329771
AT1G50640.1,745,0.07184946929581654
AT1G50640.1,766,0.4300264242308802
AT1G50640.1,811,0.006248016604007291
AT1G50640.1,860,0.2387861018170343
AT1G50640.1,866,0.035990133063391445
AT1G50640.1,909,0.3559202268092933
AT1G50640.1,1167,0.04203729807517072
AT1G50640.1,1256,0.07608990005555295
AT1G50660.1,1183,0.3227924402901127
AT1G50660.1,1364,0.02131081807538955
AT1G50660.1,1396,0.16960725276923427
AT1G50660.1,1689,0.31352720322897304
AT1G50660.1,1977,0.3932857183865299
AT1G50660.1,1990,0.08476588581905867
AT1G50660.1,2022,0.19624812284962145
AT1G50660.1,2051,0.03100795062952251
AT1G50660.1,2115,0.1744164229638786
AT1G50660.1,2400,0.055156104135425474
AT1G50660.1,2457,0.555421449113163
AT1G50660.1,2493,0.026454426575576853
AT1G50660.1,2675,0.23156438563324405
AT1G50660.1,2753,0.2537814332509885
AT1G50660.1,2886,0.7992251446975166
AT1G50670.1,807,0.7370588058795312
AT1G50732.1,411,0.16000922782375981
AT1G50732.1,575,0.5026657650911901
AT1G50732.1,586,0.03532870073817869
AT1G50840.1,2225,0.04463253406677104
AT1G50840.2,2273,0.04463253406677104
AT1G50840.1,2261,0.057472812426476894
AT1G50840.2,2309,0.057472812426476894
AT1G50840.1,2596,0.21487484707817744
AT1G50840.2,2644,0.21487484707817744
AT1G50840.1,2675,0.6410683523478626
AT1G50840.2,2723,0.6410683523478626
AT1G50840.1,3202,0.3137488612382814
AT1G50840.2,3250,0.3137488612382814
AT1G50900.1,69,0.31101120128668586
AT1G50900.1,187,0.4367231279204944
AT1G50900.1,221,0.36461985909378825
AT1G50900.1,409,0.011615753902676423
AT1G50900.1,467,0.18907641987764848
AT1G50920.1,256,0.12804045604560949
AT1G50920.1,273,0.46659203155686974
AT1G50920.1,285,0.16649853865641345
AT1G50920.1,363,0.06009398907966505
AT1G50920.1,416,0.25190921880503225
AT1G50920.1,496,0.4630226422373511
AT1G50920.1,892,0.21806509827541137
AT1G50920.1,1039,0.12527129156452033
AT1G50920.1,1043,0.031949103377614786
AT1G50920.1,1090,0.03467011187118751
AT1G50920.1,1513,0.061623664745797516
AT1G50920.1,1723,0.04312170373791147
AT1G50920.1,1753,0.21869449802154278
AT1G50920.1,1786,0.30632255405398184
AT1G50920.1,1835,0.5244002560089506
AT1G50920.1,1858,0.364310395108676
AT1G50920.1,2053,0.09883511374946037
AT1G50920.1,2110,0.12286614503496131
AT1G50920.1,2159,0.07108049809789127
AT1G50920.1,2332,0.31088183386702495
AT1G51060.1,443,0.16430773503556945
AT1G51070.1,391,0.09435598681434285
AT1G51070.2,522,0.09435598681434285
AT1G51070.1,435,0.021993617356387014
AT1G51070.2,566,0.021993617356387014
AT1G51070.1,450,0.1096235748171542
AT1G51070.2,581,0.11369283622694124
AT1G51070.1,458,0.12189204873664404
AT1G51070.2,589,0.1282661872873777
AT1G51070.1,489,0.3669922218873771
AT1G51070.2,620,0.2754259095858214
AT1G51070.1,512,0.05072574615971311
AT1G51070.2,643,0.040865017065016385
AT1G51070.1,590,0.5867211790402355
AT1G51070.2,721,0.6322364061204566
AT1G51070.1,654,0.13844495943350515
AT1G51070.2,785,0.0781395980306096
AT1G51070.1,709,0.2564728695056528
AT1G51070.2,840,0.2846699452830934
AT1G51070.1,985,0.23828525433507114
AT1G51070.2,1116,0.23828525433507114
AT1G51100.1,281,0.09235687807657715
AT1G51100.1,286,0.2408138726109556
AT1G51100.1,356,0.08949054214691952
AT1G51100.1,607,0.4820358470963286
AT1G51100.1,627,0.38542794880343945
AT1G51110.1,204,0.12054261246569672
AT1G51110.1,221,0.17529028798180885
AT1G51110.1,229,0.20196764979491716
AT1G51110.1,309,0.39686493569875625
AT1G51110.1,363,0.025936024021042337
AT1G51110.1,437,0.18567777894130783
AT1G51110.1,477,0.16218382833680148
AT1G51110.1,484,0.798078103571676
AT1G51110.1,732,0.13027631998839015
AT1G51110.1,812,0.06623338919658817
AT1G51110.1,820,0.07983021260810143
AT1G51110.1,844,0.07175724904884813
AT1G51110.1,884,0.06894976680188825
AT1G51110.1,1044,0.23921527077490135
AT1G51110.1,1277,0.007730505646487314
AT1G51110.1,1327,0.4742376790893674
AT1G51140.1,997,0.0803773323701665
AT1G51140.1,1077,0.09549366594720235
AT1G51140.1,1452,0.2619814399417669
AT1G51160.1,173,0.01906026244925194
AT1G51160.2,243,0.01906026244925194
AT1G51160.3,528,0.026330640026604166
AT1G51160.1,375,0.41463736769475995
AT1G51160.2,445,0.41463736769475995
AT1G51160.3,730,0.41463736769475995
AT1G51160.1,433,0.15821072909729728
AT1G51160.2,503,0.15821072909729728
AT1G51160.3,788,0.15821072909729728
AT1G51200.1,324,0.13316056222298514
AT1G51200.2,332,0.13316056222298514
AT1G51200.3,193,0.13316056222298514
AT1G51200.4,153,0.38958765369872206
AT1G51200.1,480,0.48626074059360325
AT1G51200.2,488,0.48626074059360325
AT1G51200.3,349,0.48626074059360325
AT1G51200.4,309,0.48626074059360325
AT1G51200.1,510,0.04510441951041191
AT1G51200.2,518,0.04510441951041191
AT1G51200.3,379,0.04510441951041191
AT1G51200.4,339,0.04510441951041191
AT1G51200.1,638,0.27471214398715504
AT1G51200.2,646,0.27471214398715504
AT1G51200.3,507,0.27471214398715504
AT1G51200.4,467,0.27471214398715504
AT1G51200.1,793,0.04044058092881964
AT1G51200.2,801,0.04044058092881964
AT1G51200.3,662,0.04044058092881964
AT1G51200.4,622,0.04044058092881964
AT1G51200.1,843,0.1549922406969583
AT1G51200.2,851,0.1549922406969583
AT1G51200.3,712,0.1549922406969583
AT1G51200.4,672,0.1549922406969583
AT1G51400.1,537,0.02729614993027772
AT1G51430.1,330,0.07299775392582213
AT1G51430.1,512,0.1095553113516028
AT1G51500.1,290,0.05555473760060117
AT1G51500.1,396,0.13224772418639782
AT1G51500.1,548,0.06779106138751562
AT1G51500.1,583,0.25253385836289916
AT1G51500.1,621,0.5070683805939313
AT1G51500.1,635,0.15010674676656754
AT1G51500.1,653,0.2237306915443604
AT1G51500.1,695,0.07378121844399509
AT1G51500.1,1031,0.6378033661810799
AT1G51500.1,1143,0.20416262109918684
AT1G51500.1,1193,0.10080988593956908
AT1G51500.1,1385,0.14933514999228253
AT1G51500.1,1410,0.31718485061281876
AT1G51500.1,1481,0.37404033329874703
AT1G51500.1,1501,0.40228355615805683
AT1G51500.1,1898,0.2490608586394599
AT1G51500.1,2028,0.09618853714583303
AT1G51500.1,2118,0.37877547530798156
AT1G51510.1,110,0.12098402510159717
AT1G51510.1,287,0.2708544101361066
AT1G51510.1,342,0.1475028115368148
AT1G51510.1,495,0.29362804521151703
AT1G51510.1,884,0.4548766068116579
AT1G51540.1,900,0.5706119811324438
AT1G51570.1,476,0.09720678121136644
AT1G51570.1,669,0.44377790760842506
AT1G51570.1,695,0.10611014085870746
AT1G51570.1,726,0.26539582868108885
AT1G51570.1,868,0.2166411751114205
AT1G51570.1,914,0.13441250268522412
AT1G51570.1,1236,0.38743381914367186
AT1G51570.1,1588,0.18782044146262394
AT1G51570.1,1732,0.20070854951162698
AT1G51570.1,1739,0.07771339908010044
AT1G51570.1,1893,0.4332764718205795
AT1G51570.1,1899,0.15211543846482042
AT1G51570.1,2462,0.4176647281426481
AT1G51570.1,2609,0.13167584701852617
AT1G51570.1,2626,0.29914370702761084
AT1G51570.1,3000,0.3155758624388533
AT1G51570.1,3048,0.45977898219370616
AT1G51570.1,3159,0.3148644114011103
AT1G51630.1,405,0.3064961958854092
AT1G51630.1,430,0.4484122611368189
AT1G51630.1,535,0.011769159536240895
AT1G51630.1,681,0.13985953111773863
AT1G51630.1,691,0.03074092100428696
AT1G51630.1,895,0.06896537586659769
AT1G51630.1,988,0.17578566632572443
AT1G51630.1,1090,0.04467572108659048
AT1G51630.1,1205,0.36760541958173054
AT1G51630.1,1219,0.1193911700417854
AT1G51630.1,1432,0.25547348363845257
AT1G51630.1,1510,0.7558209262889067
AT1G51650.1,153,0.1056415362757754
AT1G51650.1,591,0.7536851620215184
AT1G51650.1,607,0.3035032235463304
AT1G51680.1,218,0.028640538699579984
AT1G51680.3,33,0.028640538699579984
AT1G51680.1,379,0.44037096657542746
AT1G51680.3,194,0.44037096657542746
AT1G51680.1,524,0.2146747913037662
AT1G51680.3,339,0.2146747913037662
AT1G51680.1,568,0.423062182369951
AT1G51680.3,383,0.423062182369951
AT1G51680.1,665,0.013025232579759951
AT1G51680.3,480,0.013025232579759951
AT1G51680.1,689,0.27597050571797194
AT1G51680.3,504,0.27597050571797194
AT1G51680.1,728,0.026038011073736465
AT1G51680.3,543,0.026038011073736465
AT1G51680.1,939,0.18888021609811728
AT1G51680.3,754,0.18888021609811728
AT1G51680.1,1060,0.6967142634475604
AT1G51680.3,875,0.6967142634475604
AT1G51680.1,1319,0.2766007301539466
AT1G51680.3,1134,0.2766007301539466
AT1G51680.1,2038,0.3931463930383474
AT1G51680.3,1860,0.3931463930383474
AT1G51680.1,2173,0.04478870541103143
AT1G51680.3,1995,0.04478870541103143
AT1G51690.1,2299,0.011746995261075595
AT1G51690.2,596,0.011746995261075595
AT1G51690.3,674,0.011746995261075595
AT1G51690.4,2570,0.011746995261075595
AT1G51690.5,692,0.011746995261075595
AT1G51690.1,2448,0.18884312844670476
AT1G51690.2,745,0.18884312844670476
AT1G51690.3,823,0.18884312844670476
AT1G51690.4,2719,0.18884312844670476
AT1G51690.5,841,0.18884312844670476
AT1G51690.1,2518,0.08225753511603334
AT1G51690.2,815,0.08225753511603334
AT1G51690.3,893,0.08225753511603334
AT1G51690.4,2789,0.08225753511603334
AT1G51690.5,911,0.08225753511603334
AT1G51690.1,2536,0.2770358328145348
AT1G51690.2,833,0.2770358328145348
AT1G51690.3,911,0.2770358328145348
AT1G51690.4,2807,0.2770358328145348
AT1G51690.5,929,0.2770358328145348
AT1G51690.1,2589,0.03707128728383719
AT1G51690.2,883,0.03707128728383719
AT1G51690.3,961,0.03707128728383719
AT1G51690.4,2860,0.03707128728383719
AT1G51690.5,982,0.03707128728383719
AT1G51690.1,2688,0.031834393318155775
AT1G51690.2,982,0.031834393318155775
AT1G51690.3,1060,0.031834393318155775
AT1G51690.4,2959,0.031834393318155775
AT1G51690.5,1081,0.031834393318155775
AT1G51690.1,3052,0.381872052907723
AT1G51690.2,1346,0.381872052907723
AT1G51690.3,1424,0.381872052907723
AT1G51690.4,3323,0.381872052907723
AT1G51690.5,1445,0.381872052907723
AT1G51690.1,3274,0.037210395962871984
AT1G51690.2,1568,0.037210395962871984
AT1G51690.3,1646,0.037210395962871984
